image,adult_males,subadult_males,adult_females,juveniles,pups,unknown
126.jpg,"[(5237, 3478), (3552, 3368), (4152, 3338), (5339, 3242), (3788, 3242), (4650, 3213), (3156, 3203), (3118, 2990), (3468, 2900), (4603, 2841), (2218, 2769), (5470, 2756), (4986, 2717), (4790, 2469), (3909, 2469), (3589, 2442), (4478, 2428), (3115, 2423), (2764, 2420), (3734, 2356), (4986, 2238), (4354, 2179), (5144, 2134), (4675, 2107), (5526, 2038), (5166, 2020), (4921, 1837), (2506, 1800), (5386, 1761), (2857, 1745), (3237, 1637), (3967, 1570), (3626, 645), (4787, 474), (4774, 474), (4796, 473), (3845, 391), (3331, 50)]","[(5321, 2841), (5325, 2640), (3817, 2582), (5048, 2389), (5065, 2354), (5174, 2225), (5223, 2196), (5272, 2158), (5096, 2092), (5288, 1905), (5398, 1894), (2720, 1451), (3824, 1358), (1896, 441)]","[(4558, 3516), (4470, 3474), (3703, 3465), (4009, 3457), (3531, 3451), (3836, 3431), (4208, 3423), (4671, 3416), (4350, 3411), (3558, 3405), (3441, 3393), (4876, 3381), (4259, 3375), (4791, 3372), (4434, 3355), (4540, 3352), (4250, 3314), (3896, 3307), (4466, 3303), (4914, 3292), (3512, 3287), (4438, 3271), (4563, 3270), (4754, 3260), (3460, 3239), (4499, 3203), (4811, 3200), (4607, 3198), (3551, 3196), (2879, 3196), (3905, 3195), (4753, 3167), (3727, 3165), (4447, 3157), (4678, 3145), (4292, 3144), (3945, 3118), (4522, 3072), (4579, 3070), (4476, 3061), (4419, 3055), (3534, 3052), (4316, 3045), (4646, 3040), (4533, 3038), (3768, 3031), (3042, 3024), (3895, 3008), (4037, 3007), (4593, 2993), (4233, 2981), (2939, 2963), (4312, 2947), (4769, 2938), (4411, 2938), (4491, 2933), (3250, 2926), (4653, 2918), (4184, 2914), (3330, 2912), (3571, 2905), (3743, 2903), (4696, 2883), (4560, 2856), (4503, 2834), (3776, 2814), (4776, 2804), (3578, 2796), (4611, 2788), (3906, 2786), (4454, 2772), (4899, 2767), (3250, 2755), (3537, 2743), (4938, 2725), (3747, 2722), (4519, 2716), (4733, 2715), (4795, 2685), (4659, 2684), (4919, 2670), (4298, 2670), (3303, 2668), (3465, 2640), (4021, 2635), (4735, 2562), (4048, 2530), (3253, 2499), (4702, 2495), (2881, 2481), (3279, 2371), (2907, 2342), (3232, 2330), (2870, 2301), (2780, 2293), (4034, 2214), (3949, 2155), (3210, 2108), (3259, 2105), (2887, 2103), (2499, 2076), (2827, 2069), (2955, 2038), (3198, 2035), (2313, 2024), (2191, 1933), (2559, 1927), (3061, 1907), (2304, 1903), (2380, 1879), (2430, 1878), (2978, 1862), (3033, 1779), (3184, 1726), (3292, 1724), (2906, 1716), (2454, 1697), (3361, 1643), (3326, 1538), (3440, 1531), (3244, 1487), (3373, 1482), (3473, 1441), (3394, 417), (3416, 340), (3329, 276), (3416, 195)]","[(2829, 3331), (3567, 3156), (3386, 2782), (4877, 2663), (3363, 2581), (3235, 2253), (3369, 1917)]","[(4574, 3510), (4124, 3504), (4627, 3487), (4492, 3485), (3554, 3462), (4037, 3450), (4342, 3435), (4189, 3433), (4492, 3420), (4493, 3394), (4793, 3393), (3420, 3392), (4671, 3387), (4273, 3374), (4417, 3370), (4881, 3361), (4719, 3358), (4468, 3349), (3723, 3326), (4554, 3322), (4916, 3304), (3691, 3304), (4760, 3297), (3875, 3296), (4261, 3294), (4557, 3282), (3535, 3278), (4427, 3274), (3491, 3232), (2903, 3204), (4501, 3181), (4724, 3173), (4606, 3173), (3904, 3165), (4664, 3158), (3855, 3145), (4458, 3133), (3970, 3130), (4319, 3114), (4581, 3110), (4471, 3110), (3552, 3103), (3838, 3091), (3430, 3089), (4321, 3081), (4403, 3062), (3025, 3052), (3486, 3039), (3459, 3019), (4048, 2999), (4574, 2988), (4045, 2985), (3905, 2983), (4213, 2973), (4308, 2971), (4405, 2954), (3810, 2946), (4635, 2929), (2937, 2926), (3557, 2920), (3937, 2917), (4480, 2914), (3951, 2911), (4766, 2902), (3331, 2887), (3939, 2886), (4111, 2884), (4722, 2848), (4506, 2811), (3591, 2809), (3760, 2800), (3916, 2795), (4584, 2789), (4783, 2788), (4468, 2779), (4882, 2776), (3534, 2764), (3825, 2760), (4744, 2711), (3741, 2696), (3373, 2694), (4521, 2693), (4910, 2686), (4276, 2681), (3538, 2677), (3333, 2677), (3324, 2664), (4649, 2663), (4005, 2645), (4678, 2541), (4053, 2518), (3246, 2518), (2913, 2489), (4705, 2458), (2869, 2453), (3283, 2357), (2767, 2280), (2498, 2137), (3942, 2133), (3276, 2125), (3215, 2084), (2877, 2051), (3219, 2042), (3081, 1910), (2460, 1900), (2944, 1889), (3028, 1757), (3209, 1743), (3308, 1738), (3065, 1695), (3376, 1628), (3321, 1562), (3226, 1511), (3356, 1487), (3407, 394), (3419, 322), (3396, 209)]",[]
127.jpg,"[(2978, 2793)]","[(2354, 3710), (2318, 3445), (3042, 3114), (2982, 3099), (3050, 3057), (3093, 3009), (3209, 2978), (346, 2739), (3355, 2643)]","[(2307, 3596), (2573, 3580), (2067, 3573), (2079, 3561), (2113, 3556), (2463, 3511), (2313, 3505), (2180, 3505), (2433, 3462), (2183, 3438), (2277, 3432), (2156, 3369), (2256, 3357), (2815, 3033)]","[(2153, 3733), (2297, 3690), (2601, 3669), (2276, 3650), (2639, 3646), (2601, 3641), (2332, 3613), (2658, 3611), (2277, 3602), (2035, 3598), (2344, 3592), (2012, 3586), (2054, 3584), (2511, 3582), (2112, 3578), (2322, 3577), (2357, 3569), (2035, 3566), (2400, 3555), (2293, 3539), (2133, 3539), (2435, 3525), (2365, 3524), (2146, 3521), (2165, 3518), (2338, 3516), (2367, 3507), (2271, 3485), (2207, 3478), (2212, 3461), (2252, 3457), (2242, 3444), (2226, 3440), (2130, 3406), (2251, 3381), (2369, 3372), (2320, 3360), (2134, 3350), (2183, 3342), (3002, 3118), (2961, 3097), (3054, 3084), (3041, 3037), (3169, 3023), (3203, 3020), (2819, 3020), (2948, 3008), (3130, 3001), (3201, 2998), (3101, 2993), (3076, 2972), (2786, 2940), (3376, 2750), (2622, 2737), (3362, 2696), (2454, 2678), (3420, 2661), (3486, 2656), (3485, 2636), (3452, 2636), (3576, 2592), (3370, 2582), (2682, 2580), (3429, 2562)]",[],[]
128.jpg,"[(1787, 2438), (1650, 2368), (1925, 2028), (1302, 1836), (1156, 1727), (1841, 1679), (1673, 1597), (1343, 1503), (1710, 1413), (806, 1349), (1228, 1245)]","[(2202, 2460), (2096, 2402), (1777, 2225), (1609, 2173), (1429, 2152), (1230, 2087), (2104, 2002), (866, 1988), (1454, 1926), (923, 1866), (1521, 1827), (824, 1753), (846, 1690), (1916, 1651), (1587, 1649), (1478, 1590), (1989, 1490), (1115, 1423), (1415, 1312), (804, 1137), (1462, 1134), (1096, 990)]","[(1726, 2185), (1342, 1979), (1000, 1928), (1528, 1629), (1399, 1616), (1383, 1615), (1531, 1602), (1411, 1592), (1546, 1580), (1345, 1574), (1387, 1571), (949, 1565), (1370, 1550), (1345, 1546), (1365, 1517), (1314, 1517), (1669, 1515), (1292, 1490), (1053, 1468), (1364, 1458), (1289, 1452), (1344, 1450), (1101, 1448), (814, 1447), (1299, 1436), (1178, 1434), (1335, 1430), (1363, 1414), (1505, 1404), (1200, 1399), (1214, 1368), (1284, 1364), (1087, 1350), (1279, 1348), (1236, 1346), (1709, 1344), (1277, 1326), (1690, 1316), (1296, 1308), (1008, 1306), (1053, 1269), (1262, 1235), (1276, 1208), (1262, 1203), (1326, 1198), (1291, 1196), (1617, 1192), (1232, 1145), (1525, 1081), (1242, 1079), (1110, 891), (1089, 828), (1142, 788)]","[(1566, 2089), (907, 1948), (1499, 1935), (1524, 1933), (842, 1730), (1538, 1644), (1375, 1640), (1407, 1626), (1372, 1586), (1361, 1571), (1311, 1542), (1655, 1523), (1319, 1481), (1305, 1471), (780, 1445), (1325, 1436), (1356, 1430), (871, 1423), (1325, 1404), (1276, 1401), (1178, 1394), (742, 1387), (1356, 1364), (1119, 1333), (1700, 1330), (1234, 1330), (1039, 1293), (1694, 1288), (1483, 1272), (913, 1261), (881, 1250), (904, 1228), (1129, 1162), (1736, 1152), (902, 1100), (1749, 1099), (761, 1082), (1546, 1081), (1571, 1077), (1460, 1077), (921, 1073), (1487, 1069), (174, 749)]",[],[]
129.jpg,[],"[(2664, 727), (2630, 711), (2564, 590)]",[],"[(2559, 999), (2536, 940), (2613, 857), (2643, 814), (2518, 763), (2696, 754), (3084, 701), (2554, 692), (2658, 689), (2622, 662), (2786, 657), (2875, 654), (2889, 648), (2745, 645), (2858, 644), (2601, 636), (2859, 616), (2660, 614), (2761, 613), (2745, 602), (2718, 596), (2647, 596), (2773, 589), (2666, 570), (2772, 566), (2637, 556), (2722, 524), (2818, 518), (2678, 497), (2653, 338), (2562, 325), (2541, 300), (2493, 291), (2466, 274), (2607, 261), (2600, 247)]",[],"[(3224, 3269)]"
130.jpg,"[(1033, 2284), (931, 1932), (812, 1648), (1029, 1455), (1270, 1449), (1679, 1445), (1306, 1286), (1705, 1282), (1036, 1281), (1534, 1271), (948, 1254), (1212, 1217), (1607, 1059)]","[(2238, 2726), (1180, 2439), (1216, 2436), (886, 2233), (831, 1950), (1005, 1936), (798, 1860), (894, 1825), (785, 1804), (677, 1690), (841, 1662), (889, 1648), (1443, 1515), (1207, 1494), (1084, 1409), (1673, 1389), (1951, 1363), (1166, 1355), (1714, 1345), (1618, 1338), (1232, 1325), (1503, 1319), (1364, 1319), (1260, 1294), (1136, 1294), (1463, 1260), (1355, 1237), (1291, 1226), (1765, 1212), (1180, 1088)]","[(1140, 2398), (1015, 2358), (905, 2266), (1074, 2072), (1002, 2022), (796, 1999), (774, 1961), (755, 1951), (851, 1938), (994, 1913), (832, 1893), (893, 1871), (920, 1864), (858, 1859), (882, 1809), (974, 1776), (1008, 1721), (867, 1703), (688, 1635), (747, 1632), (832, 1626), (1018, 1544), (921, 1530), (746, 1518), (971, 1515), (941, 1489), (868, 1479), (805, 1476), (759, 1468), (1238, 1418), (894, 1406), (924, 1400), (1486, 1351), (1155, 1324), (1570, 1320), (1417, 1314), (1026, 1307), (1420, 1245), (1000, 1230), (1481, 1183), (1521, 1172), (1270, 1100), (1769, 1080)]","[(1012, 2450), (1017, 2328), (933, 2265), (834, 2203), (938, 1652), (1047, 1552), (819, 1455), (839, 1446), (949, 1411), (902, 1389), (964, 1368), (986, 1359), (1612, 1289), (1193, 1204), (1117, 1164), (1551, 1139), (1144, 1122)]",[],[]
131.jpg,"[(3329, 3541), (3233, 3137), (2961, 2875), (2651, 2402), (2839, 2304)]","[(3231, 3534), (3142, 3425), (3207, 3420), (3124, 3385), (3123, 3295), (3207, 3272), (3227, 3052), (2809, 2472), (2769, 2405), (2693, 2382), (2749, 2301)]","[(3266, 3573), (3248, 3418), (3185, 3408), (3213, 3371), (3172, 3362), (3284, 3352), (3173, 3323), (3241, 3320), (3224, 3305), (3274, 3159), (3223, 3093), (3079, 3089), (3113, 3063), (3200, 3032), (3243, 3024), (3040, 2992), (2976, 2963), (3047, 2949), (2998, 2935), (3113, 2934), (3056, 2929), (3088, 2924), (2901, 2879), (3009, 2837), (2979, 2806)]","[(3295, 3598), (3278, 3547), (3269, 3503), (3205, 3497), (3145, 3486), (3249, 3485), (3283, 3477), (3301, 3474), (3153, 3469), (3187, 3467), (3120, 3453), (3324, 3446), (3182, 3441), (3163, 3437), (3228, 3425), (3279, 3424), (3174, 3419), (3098, 3417), (3293, 3403), (3154, 3392), (3166, 3385), (3198, 3384), (3093, 3384), (3285, 3375), (3197, 3359), (3230, 3358), (3174, 3343), (3234, 3341), (3207, 3332), (3208, 3315), (3202, 3291), (3339, 3269), (3296, 3263), (3188, 3247), (3184, 3234), (3256, 3232), (3301, 3212), (3177, 3212), (3276, 3122), (3188, 3121), (3246, 3105), (3276, 3101), (3247, 3084), (3277, 3075), (3073, 3070), (3021, 3069), (3178, 3068), (3003, 3064), (2952, 3039), (2954, 3014), (3166, 3007), (3084, 3007), (3004, 2998), (3142, 2991), (3170, 2969), (3122, 2953), (2902, 2927), (2916, 2882), (2921, 2851), (3063, 2830), (2934, 2798), (2782, 2562), (2814, 2537), (2780, 2531), (2739, 2443), (2715, 2440), (2815, 2431), (2718, 2414), (2800, 2412), (2713, 2392), (2826, 2374), (2819, 2338), (2768, 2336)]","[(3099, 3006), (2958, 2949)]",[]
132.jpg,"[(2810, 2572), (2649, 1087)]","[(2964, 1418), (2729, 806)]",[],[],[],"[(3560, 2561), (3578, 2557), (3584, 2556), (3602, 2555), (3190, 703), (3363, 273)]"
133.jpg,"[(4286, 677)]","[(4881, 863)]","[(3400, 1682), (4582, 436)]","[(4762, 1540), (3803, 262)]",[],"[(135, 3189), (439, 3169), (1064, 3063), (1087, 3033), (1095, 2901), (179, 2783), (193, 2759), (948, 2711), (231, 2608), (1303, 2564), (176, 2530), (1333, 2498), (151, 2487), (0, 2364), (1431, 2223), (1421, 1976), (1325, 1967), (2167, 1867), (804, 1853), (1531, 1839), (2237, 1832), (2481, 1786), (0, 1759), (1567, 1755), (1000, 1734), (1249, 1695), (1432, 1687), (2462, 1646), (2822, 1622), (1012, 1615), (1568, 1606), (1105, 1592), (471, 1459), (2602, 1456), (2977, 1441), (2235, 1423), (106, 1358), (489, 1292), (1485, 1291), (1596, 1269), (2599, 1240), (300, 1239), (2427, 1231), (2419, 1177), (2575, 1173), (569, 1173), (2392, 1163), (1767, 1070), (3041, 1031), (2435, 991), (143, 829), (2137, 773), (1193, 772), (903, 659), (2857, 658), (3233, 634), (881, 610), (1938, 594), (1685, 527), (2160, 480), (1663, 390), (2943, 381), (2351, 374), (32, 295), (2941, 231), (884, 223)]"
134.jpg,"[(2690, 1877), (3166, 1753), (2367, 1158)]","[(2318, 1204), (2358, 1104)]","[(2432, 1255), (2378, 1254), (2352, 1217), (2431, 1204), (2365, 1198), (2339, 1190), (2310, 1175), (2295, 1173), (2329, 1172), (2407, 1163), (2299, 1146), (2324, 1111), (2390, 1098), (2352, 1067)]","[(2655, 1758), (2422, 1325), (2397, 1226), (2389, 1214), (2331, 1210), (2383, 1125)]",[],[]
135.jpg,"[(3618, 2250)]",[],"[(3658, 2305), (3639, 2288), (3650, 2276), (3661, 2257), (3689, 2234), (3710, 2220), (3665, 2209), (3762, 2176), (3687, 2174), (3726, 2130)]","[(3619, 2303), (3607, 2277), (3743, 2192), (3703, 2152)]",[],"[(2858, 2153), (3159, 2123), (5041, 1668), (5406, 450)]"
136.jpg,"[(1616, 2042)]","[(2619, 3276), (2502, 2957), (2325, 2931), (2759, 2848), (2166, 2814), (1956, 2733), (2208, 2620), (1897, 2551), (2030, 2522)]","[(2475, 3207), (2287, 3098), (2484, 3033)]","[(2598, 3490), (2373, 3194), (2303, 3112), (2527, 3039), (2505, 3026), (2291, 2990), (2736, 2962), (2564, 2936), (2960, 2917), (2696, 2860), (1993, 2808), (2428, 2788), (2168, 2696), (1826, 2503), (1614, 2321), (1766, 2262), (1657, 2013), (1663, 1973), (2013, 1763), (1868, 1753), (1942, 1741)]",[],[]
137.jpg,"[(1936, 3249), (3241, 3038), (2938, 2570), (2827, 892), (1647, 619), (2624, 529)]","[(1522, 2885), (2098, 649), (1178, 201)]",[],[],[],[]
138.jpg,"[(2413, 1135)]",[],"[(2208, 1324), (2280, 1305), (2217, 1299), (2337, 1282), (2417, 1280), (2286, 1277), (2441, 1271), (2287, 1252), (2304, 1241), (2360, 1237), (2328, 1235), (2351, 1221), (2375, 1219), (2405, 1213), (2448, 1206), (2298, 1198), (2320, 1197), (2453, 1191), (2350, 1188), (2369, 1181), (2356, 1154), (2448, 1127), (2425, 1106), (2429, 1082), (2469, 1063)]","[(2187, 1335), (2252, 1312), (2262, 1284), (2268, 1269), (2308, 1264), (2378, 1255), (2333, 1250), (2311, 1223), (2434, 1220), (2338, 1209), (2330, 1169), (2383, 1132)]",[],[]
139.jpg,"[(3191, 1666), (4502, 415)]","[(4750, 883), (3974, 686), (3385, 330), (4762, 324)]","[(4166, 331), (4417, 317), (4080, 305), (4185, 300), (4445, 198), (4405, 178), (4314, 120), (4495, 111), (4628, 61)]",[],"[(4057, 389), (4033, 341), (4206, 280), (4234, 245), (4307, 189), (4179, 143), (4447, 79), (4345, 79)]",[]
140.jpg,"[(1705, 1889)]","[(949, 457), (683, 298)]",[],[],[],[]
141.jpg,"[(3202, 3275), (1883, 2775), (2764, 2495), (2428, 1831), (2199, 1283)]","[(2693, 3662), (2916, 3561), (2956, 3463), (2941, 3388), (1594, 3374), (1769, 3321), (2741, 2831), (2600, 2731), (2025, 2502), (2641, 2480), (2680, 2393), (2588, 2252), (2717, 2213), (2504, 2070), (2621, 2011), (2451, 1760), (2501, 1747), (2006, 1457), (2515, 1332), (2985, 1325), (2434, 1319), (1833, 1298), (2451, 1287), (2539, 1194), (2417, 1191), (2991, 1153), (2587, 1153), (2299, 1137)]",[],"[(2704, 2999), (1906, 2933), (2020, 2844), (1963, 2837), (1995, 2768), (2049, 2766), (2009, 2745), (2008, 2724), (2702, 2718), (2564, 2708), (2668, 2696), (2042, 2690), (2004, 2673), (2047, 2638), (2042, 2600), (2348, 1187)]",[],[]
142.jpg,"[(3206, 1110)]","[(4728, 1617)]","[(3064, 1360), (3242, 1113), (3257, 1055)]","[(3199, 1366), (3218, 1359), (3179, 1252), (3216, 1251), (3365, 1029)]",[],[]
143.jpg,[],"[(3682, 457)]",[],[],[],[]
144.jpg,"[(2147, 2612), (417, 2171), (1567, 1874), (649, 1501), (1230, 1444), (215, 869), (1670, 820), (1407, 106)]",[],"[(1132, 2806), (1273, 2498), (1505, 818), (1145, 748), (1553, 688), (1530, 641), (1550, 517), (1573, 440), (1596, 397), (1717, 392), (1823, 387), (1540, 352), (1801, 340), (1619, 315), (1202, 296), (1514, 284), (1631, 124), (1799, 14)]",[],"[(1266, 3293), (526, 3243), (1256, 3237), (1104, 2774), (1286, 2570), (1297, 912), (1270, 872), (1247, 872), (907, 821), (1440, 785), (1260, 755), (1008, 659), (1505, 628), (1164, 510), (1749, 401), (1685, 283), (710, 213), (1726, 177), (979, 146), (1777, 43)]",[]
145.jpg,"[(2455, 1649), (2177, 1513), (3350, 1469), (2327, 1390)]","[(2266, 1645), (3183, 1489), (2246, 1437), (2539, 1390), (2466, 1363), (2198, 1352), (1412, 1051), (1883, 977), (1551, 970)]","[(3563, 1880), (3697, 1865), (2991, 1838), (3780, 1835), (3736, 1806), (2723, 1805), (2960, 1782), (3042, 1775), (3002, 1761), (3403, 1752), (2325, 1668), (3283, 1667), (2438, 1656), (2185, 1648), (2175, 1629), (2336, 1619), (2192, 1611), (2341, 1593), (2168, 1538), (2109, 1481), (1895, 1472), (2136, 1471), (2046, 1456), (2282, 1452), (1896, 1452), (2062, 1420), (3366, 1411), (2049, 1407), (2301, 1396), (3299, 1390), (2348, 1383), (1903, 1383), (1035, 1337), (2174, 1335), (1737, 1312), (2092, 1278), (1835, 1244), (1682, 1241), (1596, 1239), (2033, 1234), (2084, 1232), (1918, 1232), (2063, 1219), (1453, 1218), (1841, 1185), (1905, 1171), (2009, 1170), (1465, 1166), (1391, 1151), (1434, 1137), (1441, 1021), (1813, 1019), (1861, 1018), (1440, 985), (1472, 937), (1857, 933), (1414, 838), (1429, 489), (1349, 423), (1263, 362)]","[(3551, 1918), (3533, 1882), (3645, 1879), (3678, 1847), (3741, 1832), (3693, 1830), (2957, 1825), (3772, 1814), (3637, 1809), (3557, 1801), (2769, 1787), (3830, 1778), (3673, 1778), (3844, 1744), (3376, 1725), (3257, 1706), (3402, 1698), (3337, 1674), (2604, 1660), (2286, 1657), (3401, 1630), (3326, 1602), (3390, 1578), (3395, 1544), (3394, 1505), (3377, 1490), (1971, 1484), (2380, 1447), (2060, 1444), (2417, 1443), (2103, 1430), (2254, 1405), (2390, 1402), (1933, 1398), (2027, 1389), (2528, 1376), (2438, 1354), (2668, 1335), (3285, 1334), (2625, 1325), (1901, 1301), (2111, 1281), (2134, 1274), (2075, 1261), (1601, 1258), (1679, 1222), (1909, 1206), (1511, 1183), (2046, 1180), (2108, 1157), (1912, 1148), (1509, 1144), (2921, 1104), (1394, 1079), (1480, 990), (1432, 940), (1409, 915), (1603, 814), (1058, 741), (899, 697), (970, 695), (940, 678), (1251, 285), (1359, 278), (1284, 268), (1349, 267), (1271, 263), (1351, 204), (1485, 120), (1529, 71)]",[],[]
146.jpg,"[(2202, 1623), (2537, 1461), (1808, 1043), (1854, 850)]","[(1641, 1682)]","[(2387, 2875), (1777, 1576), (1839, 1417), (1998, 1376), (1930, 1371), (1961, 1326), (1366, 1318), (2038, 1312), (1144, 1202), (2130, 1197), (1967, 1192), (1222, 1183), (1198, 1171), (1872, 1165), (2168, 1154), (1753, 1138), (1672, 1049), (2120, 1040), (1865, 1013), (1949, 967), (1849, 934), (1967, 899), (1974, 824), (2044, 763)]","[(1754, 1569), (1837, 1467), (2001, 1432), (1866, 1431), (1863, 1409), (1835, 1369), (1887, 1361), (1562, 1344), (1608, 1236), (1634, 1205), (1665, 1171), (1726, 1170), (2091, 1158), (1773, 1150), (1802, 1135), (1783, 1125), (2002, 1119), (1885, 1110), (1699, 1107), (1935, 1098), (1784, 1090), (1699, 1082), (1772, 1062)]","[(2138, 1217), (1893, 1167), (1997, 1154), (1864, 1031), (1861, 948)]",[]
147.jpg,"[(1372, 1259), (1605, 1055), (2206, 923), (1099, 611), (1699, 447), (1865, 163)]","[(1634, 2407), (1516, 2133), (1231, 2099), (2084, 652)]","[(1786, 2506), (1553, 1903), (2192, 1054), (2178, 955), (1708, 939), (1817, 826), (2200, 815), (1337, 799), (1790, 773), (1333, 739), (2136, 703), (2052, 692), (1838, 687), (1703, 664), (1516, 662), (2281, 660), (2340, 640), (1942, 640), (1284, 637), (2302, 630), (1564, 614), (1981, 602), (1681, 582), (1530, 579), (1286, 563), (1365, 559), (1735, 545), (1898, 526), (2041, 524), (1154, 508), (1609, 507), (1995, 502), (2011, 444), (1940, 442), (2228, 407), (1972, 387), (1387, 375), (1747, 374), (1169, 369), (2046, 350), (1327, 335), (1947, 315), (1738, 171), (1554, 101)]","[(2281, 802), (2259, 774), (2101, 605), (1319, 516)]","[(1698, 922), (1825, 861), (1797, 811), (1779, 763), (1856, 695), (1275, 657), (1924, 655), (1513, 635), (1810, 616), (1985, 579), (1665, 560), (1752, 548), (1524, 545), (1979, 528), (1736, 514), (1304, 507), (1857, 457), (1984, 450), (1231, 428), (1620, 420), (1736, 416), (2246, 399), (1893, 245), (1799, 186), (1569, 121), (1514, 113)]",[]
148.jpg,[],"[(2154, 2188), (4434, 1206)]",[],"[(4495, 1579), (4475, 1446), (4525, 1423), (4456, 1421), (4536, 1297)]",[],[]
149.jpg,"[(2826, 1835), (2561, 1530)]","[(4844, 3429), (4645, 3344), (4791, 3314), (4926, 3276), (4680, 2947)]",[],"[(4679, 3450), (4712, 3074)]",[],[]
150.jpg,[],"[(2924, 2807), (2246, 2705)]",[],[],[],[]
152.jpg,"[(2081, 3544), (2971, 2112), (2759, 1882), (2147, 1084), (1266, 326)]","[(2022, 3394), (1904, 2857), (2617, 1616), (2092, 251)]",[],[],[],[]
153.jpg,"[(2489, 3141), (2663, 3064), (3665, 2840), (3546, 2523), (4238, 2010), (3978, 1964), (4278, 1950), (3258, 1940), (5291, 1852), (3414, 1850), (4075, 1702), (5186, 1483)]","[(2518, 3262), (2555, 3160), (4132, 3146), (2574, 3125), (2539, 3117), (3260, 2933), (3882, 2860), (2766, 2618), (2606, 2523), (3344, 2517), (5027, 2077), (3755, 2055), (4776, 2044), (4155, 2020), (3007, 2015), (4075, 2014), (3908, 1992), (4175, 1990), (4897, 1978), (4204, 1966), (4721, 1960), (4649, 1899), (3194, 1866), (4309, 1851), (4024, 1775), (4984, 1566), (5326, 1491)]",[],[],[],[]
154.jpg,"[(3696, 2520), (2869, 1606), (2374, 1266), (3078, 813), (2657, 405), (4047, 374)]","[(4098, 2217), (2832, 2212), (2557, 2204), (3366, 2121), (3888, 2113), (3973, 1606), (4177, 1545), (3961, 1518), (3507, 982), (3862, 971), (4924, 938), (4122, 646), (3508, 190)]","[(3588, 2497), (2996, 2494), (2966, 2172), (2866, 2118), (3389, 2008), (4094, 1995), (3255, 1983), (3684, 1981), (4209, 1962), (4070, 1918), (3896, 1899), (3786, 1893), (4301, 1849), (3471, 1849), (4499, 1840), (3056, 1828), (3654, 1827), (3246, 1814), (3748, 1801), (3706, 1777), (3636, 1759), (3344, 1755), (3249, 1697), (4603, 1582), (4743, 1575), (2317, 1511), (3521, 1497), (2767, 1480), (3065, 1470), (4561, 1439), (3904, 1434), (3460, 1398), (3342, 1393), (4272, 1384), (2262, 1329), (2303, 1316), (4278, 1314), (2340, 1311), (2211, 1302), (2267, 1267), (2913, 1167), (4198, 1067), (2914, 924), (2999, 836), (4368, 806), (3072, 778), (4344, 725), (4308, 691), (3063, 689), (3254, 652), (2368, 634), (3287, 567), (3300, 448), (3315, 417), (3396, 393), (3461, 377), (3963, 348), (3296, 305), (3520, 259), (3573, 237), (3665, 234), (4303, 147)]","[(2791, 2355), (3997, 2296), (2810, 2048), (3195, 1802), (2976, 1654), (2833, 1540), (2965, 1527), (2928, 1491), (2422, 1452), (4232, 1451), (2222, 1449), (2339, 1442), (4346, 1432), (2472, 1427), (2454, 1412), (2434, 1395), (2384, 1380), (3537, 1373), (2277, 1330), (2080, 1303), (2153, 1302), (2299, 1216), (4000, 689), (4219, 378), (3580, 276)]",[],"[(464, 2183), (703, 2167), (44, 2144), (577, 2132), (849, 2124), (420, 2120), (856, 2075), (632, 2055), (559, 1978), (1156, 1944), (587, 1877), (383, 1726), (468, 1552), (1159, 1512), (365, 1488), (380, 1418), (0, 1366), (313, 1353), (539, 1341), (490, 1327), (920, 1278), (2703, 1266), (13, 1215), (371, 1204), (619, 1030), (416, 972), (913, 960), (735, 776), (489, 775), (2036, 723), (689, 695), (653, 694), (993, 589), (1391, 540), (1462, 535), (635, 464), (1347, 437), (1800, 432), (692, 367), (1855, 326), (751, 294), (1087, 288), (1063, 269), (422, 251)]"
